"Step","obs_quat_worotation/11-28_18-12 - train/stats.tracking_error","obs_quat_worotation/11-28_18-12 - train/stats.tracking_error__MIN","obs_quat_worotation/11-28_18-12 - train/stats.tracking_error__MAX"
"8328","-0.05429422855377197","-0.05429422855377197","-0.05429422855377197"
"8352","-0.043289799243211746","-0.043289799243211746","-0.043289799243211746"
"8376","-0.04185302555561066","-0.04185302555561066","-0.04185302555561066"
"8400","-0.04516386613249779","-0.04516386613249779","-0.04516386613249779"
"8424","-0.042472973465919495","-0.042472973465919495","-0.042472973465919495"
"8448","-0.0415082722902298","-0.0415082722902298","-0.0415082722902298"
"8472","-0.04241430386900902","-0.04241430386900902","-0.04241430386900902"
"8496","-0.04882306978106499","-0.04882306978106499","-0.04882306978106499"
"8520","-0.051461078226566315","-0.051461078226566315","-0.051461078226566315"
"8544","-0.048192158341407776","-0.048192158341407776","-0.048192158341407776"
"8568","-0.04682113602757454","-0.04682113602757454","-0.04682113602757454"
"8592","-0.0452895425260067","-0.0452895425260067","-0.0452895425260067"
"8616","-0.04720432311296463","-0.04720432311296463","-0.04720432311296463"
"8640","-0.045304130762815475","-0.045304130762815475","-0.045304130762815475"
"8664","-0.04542296379804611","-0.04542296379804611","-0.04542296379804611"
"8688","-0.046640001237392426","-0.046640001237392426","-0.046640001237392426"
"8712","-0.04532739892601967","-0.04532739892601967","-0.04532739892601967"
"8736","-0.04406945779919624","-0.04406945779919624","-0.04406945779919624"
"8760","-0.04746076464653015","-0.04746076464653015","-0.04746076464653015"
"8784","-0.0474986732006073","-0.0474986732006073","-0.0474986732006073"
"8808","-0.04931270331144333","-0.04931270331144333","-0.04931270331144333"
"8832","-0.04579569399356842","-0.04579569399356842","-0.04579569399356842"
"8856","-0.04456685110926628","-0.04456685110926628","-0.04456685110926628"
"8880","-0.05046031251549721","-0.05046031251549721","-0.05046031251549721"
"8904","-0.05034874379634857","-0.05034874379634857","-0.05034874379634857"
"8928","-0.04409795626997948","-0.04409795626997948","-0.04409795626997948"
"8952","-0.042893435806035995","-0.042893435806035995","-0.042893435806035995"
"8976","-0.03971433266997337","-0.03971433266997337","-0.03971433266997337"
"9000","-0.04073271155357361","-0.04073271155357361","-0.04073271155357361"
"9024","-0.04015587270259857","-0.04015587270259857","-0.04015587270259857"
"9048","-0.04071981459856033","-0.04071981459856033","-0.04071981459856033"
"9072","-0.04148982837796211","-0.04148982837796211","-0.04148982837796211"
"9096","-0.03993711993098259","-0.03993711993098259","-0.03993711993098259"
"9120","-0.04287286847829819","-0.04287286847829819","-0.04287286847829819"
"9144","-0.042010534554719925","-0.042010534554719925","-0.042010534554719925"
"9168","-0.043244268745183945","-0.043244268745183945","-0.043244268745183945"
"9192","-0.04347379878163338","-0.04347379878163338","-0.04347379878163338"
"9216","-0.04794294387102127","-0.04794294387102127","-0.04794294387102127"
"9240","-0.04696974158287048","-0.04696974158287048","-0.04696974158287048"
"9264","-0.04285643622279167","-0.04285643622279167","-0.04285643622279167"
"9288","-0.039058174937963486","-0.039058174937963486","-0.039058174937963486"
"9312","-0.037278205156326294","-0.037278205156326294","-0.037278205156326294"
"9336","-0.03722125291824341","-0.03722125291824341","-0.03722125291824341"
"9360","-0.03678833693265915","-0.03678833693265915","-0.03678833693265915"
"9384","-0.036385804414749146","-0.036385804414749146","-0.036385804414749146"
"9408","-0.036520302295684814","-0.036520302295684814","-0.036520302295684814"
"9432","-0.037070147693157196","-0.037070147693157196","-0.037070147693157196"
"9456","-0.03821922466158867","-0.03821922466158867","-0.03821922466158867"
"9480","-0.037275172770023346","-0.037275172770023346","-0.037275172770023346"
"9504","-0.03693902865052223","-0.03693902865052223","-0.03693902865052223"
"9528","-0.037198230624198914","-0.037198230624198914","-0.037198230624198914"
"9552","-0.036996860057115555","-0.036996860057115555","-0.036996860057115555"
"9576","-0.03671438246965408","-0.03671438246965408","-0.03671438246965408"
"9600","-0.035517364740371704","-0.035517364740371704","-0.035517364740371704"
"9624","-0.035267166793346405","-0.035267166793346405","-0.035267166793346405"
"9648","-0.03566930443048477","-0.03566930443048477","-0.03566930443048477"
"9672","-0.035121701657772064","-0.035121701657772064","-0.035121701657772064"
"9696","-0.03546108305454254","-0.03546108305454254","-0.03546108305454254"
"9720","-0.03572733700275421","-0.03572733700275421","-0.03572733700275421"
"9744","-0.035122063010931015","-0.035122063010931015","-0.035122063010931015"
"9768","-0.03398098424077034","-0.03398098424077034","-0.03398098424077034"
"9792","-0.0340709462761879","-0.0340709462761879","-0.0340709462761879"
"9816","-0.03439819812774658","-0.03439819812774658","-0.03439819812774658"
"9840","-0.032859738916158676","-0.032859738916158676","-0.032859738916158676"
"9864","-0.032397788017988205","-0.032397788017988205","-0.032397788017988205"
"9888","-0.03289927542209625","-0.03289927542209625","-0.03289927542209625"
"9912","-0.03284122794866562","-0.03284122794866562","-0.03284122794866562"
"9936","-0.03238300979137421","-0.03238300979137421","-0.03238300979137421"
"9960","-0.031047314405441284","-0.031047314405441284","-0.031047314405441284"
"9984","-0.03156721591949463","-0.03156721591949463","-0.03156721591949463"
"10008","-0.031408995389938354","-0.031408995389938354","-0.031408995389938354"
"10032","-0.03067478910088539","-0.03067478910088539","-0.03067478910088539"
"10056","-0.03170275688171387","-0.03170275688171387","-0.03170275688171387"
"10080","-0.032106637954711914","-0.032106637954711914","-0.032106637954711914"
"10104","-0.032048583030700684","-0.032048583030700684","-0.032048583030700684"
"10128","-0.0319645069539547","-0.0319645069539547","-0.0319645069539547"
"10152","-0.03125350922346115","-0.03125350922346115","-0.03125350922346115"
"10176","-0.03145192563533783","-0.03145192563533783","-0.03145192563533783"
"10200","-0.030631650239229202","-0.030631650239229202","-0.030631650239229202"
"10224","-0.030750274658203125","-0.030750274658203125","-0.030750274658203125"
"10248","-0.030831264331936836","-0.030831264331936836","-0.030831264331936836"
"10272","-0.03048124723136425","-0.03048124723136425","-0.03048124723136425"
"10296","-0.030321499332785606","-0.030321499332785606","-0.030321499332785606"
"10320","-0.030578259378671646","-0.030578259378671646","-0.030578259378671646"
"10344","-0.03127672150731087","-0.03127672150731087","-0.03127672150731087"
"10368","-0.03213305026292801","-0.03213305026292801","-0.03213305026292801"
"10392","-0.03278856351971626","-0.03278856351971626","-0.03278856351971626"
"10416","-0.03287554904818535","-0.03287554904818535","-0.03287554904818535"
"10440","-0.03374069184064865","-0.03374069184064865","-0.03374069184064865"
"10464","-0.03260180726647377","-0.03260180726647377","-0.03260180726647377"
"10488","-0.0351400189101696","-0.0351400189101696","-0.0351400189101696"
"10512","-0.03377295657992363","-0.03377295657992363","-0.03377295657992363"
"10536","-0.03269392251968384","-0.03269392251968384","-0.03269392251968384"
"10560","-0.03228197619318962","-0.03228197619318962","-0.03228197619318962"
"10584","-0.031727079302072525","-0.031727079302072525","-0.031727079302072525"
"10608","-0.03234126418828964","-0.03234126418828964","-0.03234126418828964"
"10632","-0.031198294833302498","-0.031198294833302498","-0.031198294833302498"
"10656","-0.030236704275012016","-0.030236704275012016","-0.030236704275012016"
"10680","-0.03159573674201965","-0.03159573674201965","-0.03159573674201965"
"10704","-0.03150824457406998","-0.03150824457406998","-0.03150824457406998"
"10728","-0.03260456398129463","-0.03260456398129463","-0.03260456398129463"
"10752","-0.030830170959234238","-0.030830170959234238","-0.030830170959234238"
"10776","-0.029320405796170235","-0.029320405796170235","-0.029320405796170235"
"10800","-0.03202760964632034","-0.03202760964632034","-0.03202760964632034"
"10824","-0.029856059700250626","-0.029856059700250626","-0.029856059700250626"
"10848","-0.028788188472390175","-0.028788188472390175","-0.028788188472390175"
"10872","-0.02861677296459675","-0.02861677296459675","-0.02861677296459675"
"10896","-0.02841114066541195","-0.02841114066541195","-0.02841114066541195"
"10920","-0.028141820803284645","-0.028141820803284645","-0.028141820803284645"
"10944","-0.0272225271910429","-0.0272225271910429","-0.0272225271910429"
"10968","-0.02607886493206024","-0.02607886493206024","-0.02607886493206024"
"10992","-0.026214241981506348","-0.026214241981506348","-0.026214241981506348"
"11016","-0.025699593126773834","-0.025699593126773834","-0.025699593126773834"
"11040","-0.025826256722211838","-0.025826256722211838","-0.025826256722211838"
"11064","-0.02659888006746769","-0.02659888006746769","-0.02659888006746769"
"11088","-0.025730252265930176","-0.025730252265930176","-0.025730252265930176"
"11112","-0.027045032009482384","-0.027045032009482384","-0.027045032009482384"
"11136","-0.02648693509399891","-0.02648693509399891","-0.02648693509399891"
"11160","-0.027280276641249657","-0.027280276641249657","-0.027280276641249657"
"11184","-0.028303692117333412","-0.028303692117333412","-0.028303692117333412"
"11208","-0.026893697679042816","-0.026893697679042816","-0.026893697679042816"
"11232","-0.028834378346800804","-0.028834378346800804","-0.028834378346800804"
"11256","-0.03308718651533127","-0.03308718651533127","-0.03308718651533127"
"11280","-0.032002564519643784","-0.032002564519643784","-0.032002564519643784"
"11304","-0.031130528077483177","-0.031130528077483177","-0.031130528077483177"
"11328","-0.030035952106118202","-0.030035952106118202","-0.030035952106118202"
"11352","-0.029913758859038353","-0.029913758859038353","-0.029913758859038353"
"11376","-0.029244281351566315","-0.029244281351566315","-0.029244281351566315"
"11400","-0.029513847082853317","-0.029513847082853317","-0.029513847082853317"
"11424","-0.04628169164061546","-0.04628169164061546","-0.04628169164061546"
"11447","-0.04945733770728111","-0.04945733770728111","-0.04945733770728111"
"11471","-0.0441117063164711","-0.0441117063164711","-0.0441117063164711"
"11495","-0.044818341732025146","-0.044818341732025146","-0.044818341732025146"
"11519","-0.04242176190018654","-0.04242176190018654","-0.04242176190018654"
"11543","-0.044849976897239685","-0.044849976897239685","-0.044849976897239685"
"11567","-0.04303958639502525","-0.04303958639502525","-0.04303958639502525"
"11591","-0.04392774775624275","-0.04392774775624275","-0.04392774775624275"
"11615","-0.03649485856294632","-0.03649485856294632","-0.03649485856294632"
"11639","-0.03223308548331261","-0.03223308548331261","-0.03223308548331261"
"11663","-0.03145945817232132","-0.03145945817232132","-0.03145945817232132"
"11687","-0.031625453382730484","-0.031625453382730484","-0.031625453382730484"
"11711","-0.03035604953765869","-0.03035604953765869","-0.03035604953765869"
"11735","-0.03037245199084282","-0.03037245199084282","-0.03037245199084282"
"11759","-0.029890812933444977","-0.029890812933444977","-0.029890812933444977"
"11783","-0.029598800465464592","-0.029598800465464592","-0.029598800465464592"
"11807","-0.030894992873072624","-0.030894992873072624","-0.030894992873072624"
"11831","-0.03201428800821304","-0.03201428800821304","-0.03201428800821304"
"11855","-0.03147498890757561","-0.03147498890757561","-0.03147498890757561"
"11879","-0.031039871275424957","-0.031039871275424957","-0.031039871275424957"
"11903","-0.029657309874892235","-0.029657309874892235","-0.029657309874892235"
"11927","-0.029725806787610054","-0.029725806787610054","-0.029725806787610054"
"11951","-0.02918432466685772","-0.02918432466685772","-0.02918432466685772"
"11975","-0.028613349422812462","-0.028613349422812462","-0.028613349422812462"
"11999","-0.027626534923911095","-0.027626534923911095","-0.027626534923911095"
"12023","-0.0277247354388237","-0.0277247354388237","-0.0277247354388237"
"12047","-0.027665238827466965","-0.027665238827466965","-0.027665238827466965"
"12071","-0.028074733912944794","-0.028074733912944794","-0.028074733912944794"
"12095","-0.028009774163365364","-0.028009774163365364","-0.028009774163365364"
"12119","-0.02833414077758789","-0.02833414077758789","-0.02833414077758789"
"12143","-0.028804689645767212","-0.028804689645767212","-0.028804689645767212"
"12167","-0.028205279260873795","-0.028205279260873795","-0.028205279260873795"
"12191","-0.029019523411989212","-0.029019523411989212","-0.029019523411989212"
"12215","-0.02909144014120102","-0.02909144014120102","-0.02909144014120102"
"12239","-0.02846011519432068","-0.02846011519432068","-0.02846011519432068"
"12263","-0.028835032135248184","-0.028835032135248184","-0.028835032135248184"
"12287","-0.02934947982430458","-0.02934947982430458","-0.02934947982430458"
"12311","-0.02955281361937523","-0.02955281361937523","-0.02955281361937523"
"12335","-0.029348546639084816","-0.029348546639084816","-0.029348546639084816"
"12359","-0.030061503872275352","-0.030061503872275352","-0.030061503872275352"
"12383","-0.030918743461370468","-0.030918743461370468","-0.030918743461370468"
"12407","-0.03007136471569538","-0.03007136471569538","-0.03007136471569538"
"12431","-0.029887991026043892","-0.029887991026043892","-0.029887991026043892"
"12455","-0.02963000163435936","-0.02963000163435936","-0.02963000163435936"
"12479","-0.029798729345202446","-0.029798729345202446","-0.029798729345202446"
"12503","-0.029746823012828827","-0.029746823012828827","-0.029746823012828827"
"12527","-0.030608583241701126","-0.030608583241701126","-0.030608583241701126"
"12551","-0.03060104511678219","-0.03060104511678219","-0.03060104511678219"
"12575","-0.0299600288271904","-0.0299600288271904","-0.0299600288271904"
"12599","-0.02917322888970375","-0.02917322888970375","-0.02917322888970375"
"12623","-0.02991398423910141","-0.02991398423910141","-0.02991398423910141"
"12647","-0.029259929433465004","-0.029259929433465004","-0.029259929433465004"
"12671","-0.02876567654311657","-0.02876567654311657","-0.02876567654311657"
"12695","-0.0292584877461195","-0.0292584877461195","-0.0292584877461195"
"12719","-0.029069246724247932","-0.029069246724247932","-0.029069246724247932"
"12743","-0.0284565482288599","-0.0284565482288599","-0.0284565482288599"
"12767","-0.028676850721240044","-0.028676850721240044","-0.028676850721240044"
"12791","-0.028503237292170525","-0.028503237292170525","-0.028503237292170525"
"12815","-0.030415253713726997","-0.030415253713726997","-0.030415253713726997"
"12838","-0.041752804070711136","-0.041752804070711136","-0.041752804070711136"
"12861","-0.0382070355117321","-0.0382070355117321","-0.0382070355117321"
"12884","-0.03864319622516632","-0.03864319622516632","-0.03864319622516632"
"12907","-0.03746163845062256","-0.03746163845062256","-0.03746163845062256"
"12930","-0.03836943954229355","-0.03836943954229355","-0.03836943954229355"
"12953","-0.039005182683467865","-0.039005182683467865","-0.039005182683467865"
"12977","-0.038453008979558945","-0.038453008979558945","-0.038453008979558945"
"13001","-0.03862921521067619","-0.03862921521067619","-0.03862921521067619"
"13025","-0.038993459194898605","-0.038993459194898605","-0.038993459194898605"
"13049","-0.038794104009866714","-0.038794104009866714","-0.038794104009866714"
"13073","-0.04041474312543869","-0.04041474312543869","-0.04041474312543869"
"13097","-0.04085035249590874","-0.04085035249590874","-0.04085035249590874"
"13121","-0.0388946458697319","-0.0388946458697319","-0.0388946458697319"
"13145","-0.03955014795064926","-0.03955014795064926","-0.03955014795064926"
"13169","-0.03878964111208916","-0.03878964111208916","-0.03878964111208916"
"13193","-0.03961746767163277","-0.03961746767163277","-0.03961746767163277"
"13217","-0.04042595624923706","-0.04042595624923706","-0.04042595624923706"
"13241","-0.03876785188913345","-0.03876785188913345","-0.03876785188913345"
"13265","-0.04120664671063423","-0.04120664671063423","-0.04120664671063423"
"13289","-0.03902037441730499","-0.03902037441730499","-0.03902037441730499"
"13313","-0.04011370241641998","-0.04011370241641998","-0.04011370241641998"
"13337","-0.037935495376586914","-0.037935495376586914","-0.037935495376586914"
"13361","-0.03833622857928276","-0.03833622857928276","-0.03833622857928276"
"13385","-0.038953252136707306","-0.038953252136707306","-0.038953252136707306"
"13409","-0.04038934037089348","-0.04038934037089348","-0.04038934037089348"
"13433","-0.041440676897764206","-0.041440676897764206","-0.041440676897764206"
"13457","-0.040154121816158295","-0.040154121816158295","-0.040154121816158295"
"13481","-0.03648785129189491","-0.03648785129189491","-0.03648785129189491"
"13505","-0.03630070760846138","-0.03630070760846138","-0.03630070760846138"
"13529","-0.03577893227338791","-0.03577893227338791","-0.03577893227338791"
"13553","-0.035699982196092606","-0.035699982196092606","-0.035699982196092606"
"13577","-0.0359824001789093","-0.0359824001789093","-0.0359824001789093"
"13601","-0.035513006150722504","-0.035513006150722504","-0.035513006150722504"
"13625","-0.03511892259120941","-0.03511892259120941","-0.03511892259120941"
"13649","-0.03358003497123718","-0.03358003497123718","-0.03358003497123718"
"13673","-0.032419320195913315","-0.032419320195913315","-0.032419320195913315"
"13697","-0.03321097046136856","-0.03321097046136856","-0.03321097046136856"
"13721","-0.032923709601163864","-0.032923709601163864","-0.032923709601163864"
"13745","-0.03280879184603691","-0.03280879184603691","-0.03280879184603691"
"13769","-0.0339641310274601","-0.0339641310274601","-0.0339641310274601"
"13793","-0.034260015934705734","-0.034260015934705734","-0.034260015934705734"
"13817","-0.03480523079633713","-0.03480523079633713","-0.03480523079633713"
"13841","-0.03530292585492134","-0.03530292585492134","-0.03530292585492134"
"13865","-0.035221509635448456","-0.035221509635448456","-0.035221509635448456"
"13889","-0.03447902202606201","-0.03447902202606201","-0.03447902202606201"
"13913","-0.03507385402917862","-0.03507385402917862","-0.03507385402917862"
"13937","-0.03388524800539017","-0.03388524800539017","-0.03388524800539017"
"13961","-0.03441132977604866","-0.03441132977604866","-0.03441132977604866"
"13985","-0.03373687341809273","-0.03373687341809273","-0.03373687341809273"
"14009","-0.03387187421321869","-0.03387187421321869","-0.03387187421321869"
"14033","-0.033503659069538116","-0.033503659069538116","-0.033503659069538116"
"14057","-0.033652376383543015","-0.033652376383543015","-0.033652376383543015"
"14081","-0.033277902752161026","-0.033277902752161026","-0.033277902752161026"
"14105","-0.03350264951586723","-0.03350264951586723","-0.03350264951586723"
"14129","-0.033865295350551605","-0.033865295350551605","-0.033865295350551605"
"14153","-0.033741313964128494","-0.033741313964128494","-0.033741313964128494"
"14177","-0.033149354159832","-0.033149354159832","-0.033149354159832"
"14201","-0.03272636607289314","-0.03272636607289314","-0.03272636607289314"
"14225","-0.0334000326693058","-0.0334000326693058","-0.0334000326693058"
"14249","-0.03327044099569321","-0.03327044099569321","-0.03327044099569321"
"14273","-0.032765984535217285","-0.032765984535217285","-0.032765984535217285"
"14297","-0.03253941237926483","-0.03253941237926483","-0.03253941237926483"
"14321","-0.03223542496562004","-0.03223542496562004","-0.03223542496562004"
"14345","-0.03209156543016434","-0.03209156543016434","-0.03209156543016434"
"14369","-0.031797900795936584","-0.031797900795936584","-0.031797900795936584"
"14393","-0.03210859373211861","-0.03210859373211861","-0.03210859373211861"
"14417","-0.033465299755334854","-0.033465299755334854","-0.033465299755334854"
"14441","-0.03377677500247955","-0.03377677500247955","-0.03377677500247955"
"14465","-0.034340016543865204","-0.034340016543865204","-0.034340016543865204"
"14489","-0.03393455594778061","-0.03393455594778061","-0.03393455594778061"
"14513","-0.034392256289720535","-0.034392256289720535","-0.034392256289720535"
"14537","-0.03349212557077408","-0.03349212557077408","-0.03349212557077408"
"14561","-0.03319939598441124","-0.03319939598441124","-0.03319939598441124"
"14585","-0.03337748721241951","-0.03337748721241951","-0.03337748721241951"
"14609","-0.034754544496536255","-0.034754544496536255","-0.034754544496536255"
"14633","-0.033487942069768906","-0.033487942069768906","-0.033487942069768906"
"14657","-0.03341075778007507","-0.03341075778007507","-0.03341075778007507"
"14681","-0.03457610309123993","-0.03457610309123993","-0.03457610309123993"
"14705","-0.034016452729701996","-0.034016452729701996","-0.034016452729701996"
"14729","-0.03414752706885338","-0.03414752706885338","-0.03414752706885338"
"14753","-0.03291903808712959","-0.03291903808712959","-0.03291903808712959"
"14777","-0.03195047751069069","-0.03195047751069069","-0.03195047751069069"
"14801","-0.03218812495470047","-0.03218812495470047","-0.03218812495470047"
"14825","-0.03183349594473839","-0.03183349594473839","-0.03183349594473839"
"14849","-0.0321325957775116","-0.0321325957775116","-0.0321325957775116"
"14873","-0.03161778301000595","-0.03161778301000595","-0.03161778301000595"
"14897","-0.03178490325808525","-0.03178490325808525","-0.03178490325808525"
"14921","-0.03240767866373062","-0.03240767866373062","-0.03240767866373062"
"14945","-0.0322188064455986","-0.0322188064455986","-0.0322188064455986"
"14969","-0.03163829818367958","-0.03163829818367958","-0.03163829818367958"
"14993","-0.03138716518878937","-0.03138716518878937","-0.03138716518878937"
"15017","-0.03161771968007088","-0.03161771968007088","-0.03161771968007088"
"15041","-0.03184693679213524","-0.03184693679213524","-0.03184693679213524"
"15065","-0.031356703490018845","-0.031356703490018845","-0.031356703490018845"
"15089","-0.03334745019674301","-0.03334745019674301","-0.03334745019674301"
"15113","-0.030468424782156944","-0.030468424782156944","-0.030468424782156944"
"15137","-0.03034396283328533","-0.03034396283328533","-0.03034396283328533"
"15161","-0.032191354781389236","-0.032191354781389236","-0.032191354781389236"
"15185","-0.0314621739089489","-0.0314621739089489","-0.0314621739089489"
"15209","-0.03220267966389656","-0.03220267966389656","-0.03220267966389656"
"15233","-0.030766351148486137","-0.030766351148486137","-0.030766351148486137"
"15257","-0.031364936381578445","-0.031364936381578445","-0.031364936381578445"
"15281","-0.031106039881706238","-0.031106039881706238","-0.031106039881706238"
"15305","-0.031014570966362953","-0.031014570966362953","-0.031014570966362953"
"15329","-0.030467620119452477","-0.030467620119452477","-0.030467620119452477"
"15353","-0.030674906447529793","-0.030674906447529793","-0.030674906447529793"
"15377","-0.02933342196047306","-0.02933342196047306","-0.02933342196047306"
"15401","-0.0288489181548357","-0.0288489181548357","-0.0288489181548357"
"15425","-0.02995384857058525","-0.02995384857058525","-0.02995384857058525"
"15449","-0.03126000240445137","-0.03126000240445137","-0.03126000240445137"
"15473","-0.02995196543633938","-0.02995196543633938","-0.02995196543633938"
"15497","-0.02873861975967884","-0.02873861975967884","-0.02873861975967884"
"15521","-0.029295096173882484","-0.029295096173882484","-0.029295096173882484"
"15545","-0.028998050838708878","-0.028998050838708878","-0.028998050838708878"
"15569","-0.030521871522068977","-0.030521871522068977","-0.030521871522068977"
"15593","-0.030083661898970604","-0.030083661898970604","-0.030083661898970604"
"15617","-0.02909739315509796","-0.02909739315509796","-0.02909739315509796"
"15641","-0.029188642278313637","-0.029188642278313637","-0.029188642278313637"
"15665","-0.029203427955508232","-0.029203427955508232","-0.029203427955508232"
"15689","-0.02960214577615261","-0.02960214577615261","-0.02960214577615261"
"15713","-0.029435016214847565","-0.029435016214847565","-0.029435016214847565"
"15737","-0.028251176699995995","-0.028251176699995995","-0.028251176699995995"
"15761","-0.027904534712433815","-0.027904534712433815","-0.027904534712433815"
"15785","-0.02800883539021015","-0.02800883539021015","-0.02800883539021015"
"15809","-0.028363026678562164","-0.028363026678562164","-0.028363026678562164"
"15833","-0.029162827879190445","-0.029162827879190445","-0.029162827879190445"
"15857","-0.03010730817914009","-0.03010730817914009","-0.03010730817914009"
"15881","-0.030901316553354263","-0.030901316553354263","-0.030901316553354263"
"15905","-0.03184181824326515","-0.03184181824326515","-0.03184181824326515"
"15929","-0.030637387186288834","-0.030637387186288834","-0.030637387186288834"
"15953","-0.031553708016872406","-0.031553708016872406","-0.031553708016872406"
"15977","-0.031059928238391876","-0.031059928238391876","-0.031059928238391876"
"16001","-0.03193746879696846","-0.03193746879696846","-0.03193746879696846"
"16025","-0.03161303326487541","-0.03161303326487541","-0.03161303326487541"
"16049","-0.03144307807087898","-0.03144307807087898","-0.03144307807087898"
"16073","-0.0313524529337883","-0.0313524529337883","-0.0313524529337883"
"16097","-0.03045279160141945","-0.03045279160141945","-0.03045279160141945"
"16121","-0.028885601088404655","-0.028885601088404655","-0.028885601088404655"
"16145","-0.02990194968879223","-0.02990194968879223","-0.02990194968879223"
"16169","-0.030714264139533043","-0.030714264139533043","-0.030714264139533043"
"16193","-0.029488040134310722","-0.029488040134310722","-0.029488040134310722"
"16217","-0.029188944026827812","-0.029188944026827812","-0.029188944026827812"
"16241","-0.031959518790245056","-0.031959518790245056","-0.031959518790245056"
"16265","-0.03412990644574165","-0.03412990644574165","-0.03412990644574165"
"16289","-0.03199959546327591","-0.03199959546327591","-0.03199959546327591"
"16313","-0.0315733402967453","-0.0315733402967453","-0.0315733402967453"
"16337","-0.031214524060487747","-0.031214524060487747","-0.031214524060487747"
"16361","-0.03260515257716179","-0.03260515257716179","-0.03260515257716179"
"16385","-0.031896863132715225","-0.031896863132715225","-0.031896863132715225"
"16409","-0.0316503681242466","-0.0316503681242466","-0.0316503681242466"
"16433","-0.032741181552410126","-0.032741181552410126","-0.032741181552410126"
"16457","-0.03294765576720238","-0.03294765576720238","-0.03294765576720238"
"16481","-0.032585080713033676","-0.032585080713033676","-0.032585080713033676"
"16505","-0.03410763293504715","-0.03410763293504715","-0.03410763293504715"
"16529","-0.03161802887916565","-0.03161802887916565","-0.03161802887916565"
"16553","-0.031659625470638275","-0.031659625470638275","-0.031659625470638275"
"16577","-0.032059844583272934","-0.032059844583272934","-0.032059844583272934"
"16601","-0.031741756945848465","-0.031741756945848465","-0.031741756945848465"
"16625","-0.031786635518074036","-0.031786635518074036","-0.031786635518074036"
"16649","-0.0306400116533041","-0.0306400116533041","-0.0306400116533041"
"16673","-0.030596736818552017","-0.030596736818552017","-0.030596736818552017"
"16697","-0.029860062524676323","-0.029860062524676323","-0.029860062524676323"
"16721","-0.030154326930642128","-0.030154326930642128","-0.030154326930642128"
"16745","-0.029346171766519547","-0.029346171766519547","-0.029346171766519547"
"16769","-0.02958451211452484","-0.02958451211452484","-0.02958451211452484"
"16793","-0.02888500690460205","-0.02888500690460205","-0.02888500690460205"
"16817","-0.028721388429403305","-0.028721388429403305","-0.028721388429403305"
"16841","-0.029139170423150063","-0.029139170423150063","-0.029139170423150063"
"16865","-0.02889981120824814","-0.02889981120824814","-0.02889981120824814"
"16889","-0.02839069254696369","-0.02839069254696369","-0.02839069254696369"
"16913","-0.028934327885508537","-0.028934327885508537","-0.028934327885508537"
"16937","-0.028596825897693634","-0.028596825897693634","-0.028596825897693634"
"16961","-0.028418421745300293","-0.028418421745300293","-0.028418421745300293"
"16985","-0.028395986184477806","-0.028395986184477806","-0.028395986184477806"
"17009","-0.028837935999035835","-0.028837935999035835","-0.028837935999035835"
"17033","-0.029282063245773315","-0.029282063245773315","-0.029282063245773315"
"17057","-0.029109850525856018","-0.029109850525856018","-0.029109850525856018"
"17081","-0.028251133859157562","-0.028251133859157562","-0.028251133859157562"
"17105","-0.028560059145092964","-0.028560059145092964","-0.028560059145092964"
"17129","-0.028763985261321068","-0.028763985261321068","-0.028763985261321068"
"17153","-0.028716683387756348","-0.028716683387756348","-0.028716683387756348"