"Step","obs_wo_linearv_seed1/11-29_10-38 - train/stats.tracking_error","obs_wo_linearv_seed1/11-29_10-38 - train/stats.tracking_error__MIN","obs_wo_linearv_seed1/11-29_10-38 - train/stats.tracking_error__MAX"
"8195","-0.14051108062267303","-0.14051108062267303","-0.14051108062267303"
"8219","-0.13934682309627533","-0.13934682309627533","-0.13934682309627533"
"8243","-0.1396595686674118","-0.1396595686674118","-0.1396595686674118"
"8267","-0.14122284948825836","-0.14122284948825836","-0.14122284948825836"
"8291","-0.13973219692707062","-0.13973219692707062","-0.13973219692707062"
"8315","-0.14009514451026917","-0.14009514451026917","-0.14009514451026917"
"8339","-0.1430622637271881","-0.1430622637271881","-0.1430622637271881"
"8363","-0.14285431802272797","-0.14285431802272797","-0.14285431802272797"
"8387","-0.14497336745262146","-0.14497336745262146","-0.14497336745262146"
"8411","-0.1449807733297348","-0.1449807733297348","-0.1449807733297348"
"8435","-0.14591816067695618","-0.14591816067695618","-0.14591816067695618"
"8459","-0.1440199464559555","-0.1440199464559555","-0.1440199464559555"
"8483","-0.1451585739850998","-0.1451585739850998","-0.1451585739850998"
"8507","-0.14293937385082245","-0.14293937385082245","-0.14293937385082245"
"8531","-0.1447528749704361","-0.1447528749704361","-0.1447528749704361"
"8555","-0.1418609470129013","-0.1418609470129013","-0.1418609470129013"
"8579","-0.14102467894554138","-0.14102467894554138","-0.14102467894554138"
"8603","-0.14058537781238556","-0.14058537781238556","-0.14058537781238556"
"8627","-0.13946518301963806","-0.13946518301963806","-0.13946518301963806"
"8651","-0.13844726979732513","-0.13844726979732513","-0.13844726979732513"
"8675","-0.13724717497825623","-0.13724717497825623","-0.13724717497825623"
"8699","-0.13535544276237488","-0.13535544276237488","-0.13535544276237488"
"8723","-0.13478851318359375","-0.13478851318359375","-0.13478851318359375"
"8747","-0.13456444442272186","-0.13456444442272186","-0.13456444442272186"
"8771","-0.13621722161769867","-0.13621722161769867","-0.13621722161769867"
"8795","-0.13795976340770721","-0.13795976340770721","-0.13795976340770721"
"8819","-0.13573281466960907","-0.13573281466960907","-0.13573281466960907"
"8843","-0.13590669631958008","-0.13590669631958008","-0.13590669631958008"
"8867","-0.13635903596878052","-0.13635903596878052","-0.13635903596878052"
"8891","-0.13402990996837616","-0.13402990996837616","-0.13402990996837616"
"8915","-0.13476814329624176","-0.13476814329624176","-0.13476814329624176"
"8939","-0.13514824211597443","-0.13514824211597443","-0.13514824211597443"
"8963","-0.13665708899497986","-0.13665708899497986","-0.13665708899497986"
"8987","-0.13192389905452728","-0.13192389905452728","-0.13192389905452728"
"9011","-0.13183391094207764","-0.13183391094207764","-0.13183391094207764"
"9035","-0.1323692947626114","-0.1323692947626114","-0.1323692947626114"
"9059","-0.13243262469768524","-0.13243262469768524","-0.13243262469768524"
"9083","-0.1301533579826355","-0.1301533579826355","-0.1301533579826355"
"9107","-0.13298214972019196","-0.13298214972019196","-0.13298214972019196"
"9131","-0.13245496153831482","-0.13245496153831482","-0.13245496153831482"
"9155","-0.1339186131954193","-0.1339186131954193","-0.1339186131954193"
"9179","-0.13040843605995178","-0.13040843605995178","-0.13040843605995178"
"9203","-0.13070803880691528","-0.13070803880691528","-0.13070803880691528"
"9227","-0.12925617396831512","-0.12925617396831512","-0.12925617396831512"
"9251","-0.1295429915189743","-0.1295429915189743","-0.1295429915189743"
"9275","-0.12457559257745743","-0.12457559257745743","-0.12457559257745743"
"9299","-0.12668149173259735","-0.12668149173259735","-0.12668149173259735"
"9323","-0.12731532752513885","-0.12731532752513885","-0.12731532752513885"
"9347","-0.1262783259153366","-0.1262783259153366","-0.1262783259153366"
"9371","-0.12579916417598724","-0.12579916417598724","-0.12579916417598724"
"9395","-0.12425950169563293","-0.12425950169563293","-0.12425950169563293"
"9419","-0.12353712320327759","-0.12353712320327759","-0.12353712320327759"
"9443","-0.12607485055923462","-0.12607485055923462","-0.12607485055923462"
"9467","-0.12737788259983063","-0.12737788259983063","-0.12737788259983063"
"9491","-0.12658996880054474","-0.12658996880054474","-0.12658996880054474"
"9515","-0.12396463006734848","-0.12396463006734848","-0.12396463006734848"
"9539","-0.12382104992866516","-0.12382104992866516","-0.12382104992866516"
"9563","-0.12412743270397186","-0.12412743270397186","-0.12412743270397186"
"9587","-0.12353058159351349","-0.12353058159351349","-0.12353058159351349"
"9611","-0.12399934977293015","-0.12399934977293015","-0.12399934977293015"
"9635","-0.12525619566440582","-0.12525619566440582","-0.12525619566440582"
"9659","-0.12506690621376038","-0.12506690621376038","-0.12506690621376038"
"9683","-0.1246417835354805","-0.1246417835354805","-0.1246417835354805"
"9707","-0.12597844004631042","-0.12597844004631042","-0.12597844004631042"
"9731","-0.12589004635810852","-0.12589004635810852","-0.12589004635810852"
"9755","-0.12399766594171524","-0.12399766594171524","-0.12399766594171524"
"9779","-0.12310686707496643","-0.12310686707496643","-0.12310686707496643"
"9803","-0.1229652613401413","-0.1229652613401413","-0.1229652613401413"
"9827","-0.12390635907649994","-0.12390635907649994","-0.12390635907649994"
"9851","-0.12139022350311279","-0.12139022350311279","-0.12139022350311279"
"9875","-0.12156421691179276","-0.12156421691179276","-0.12156421691179276"
"9899","-0.11967296898365021","-0.11967296898365021","-0.11967296898365021"
"9923","-0.12062162160873413","-0.12062162160873413","-0.12062162160873413"
"9947","-0.1210288405418396","-0.1210288405418396","-0.1210288405418396"
"9971","-0.12048004567623138","-0.12048004567623138","-0.12048004567623138"
"9995","-0.11929978430271149","-0.11929978430271149","-0.11929978430271149"
"10019","-0.11900791525840759","-0.11900791525840759","-0.11900791525840759"
"10043","-0.11771255731582642","-0.11771255731582642","-0.11771255731582642"
"10067","-0.11863606423139572","-0.11863606423139572","-0.11863606423139572"
"10091","-0.11931997537612915","-0.11931997537612915","-0.11931997537612915"
"10115","-0.12248343974351883","-0.12248343974351883","-0.12248343974351883"
"10139","-0.1213032603263855","-0.1213032603263855","-0.1213032603263855"
"10163","-0.11842285096645355","-0.11842285096645355","-0.11842285096645355"
"10187","-0.11651573330163956","-0.11651573330163956","-0.11651573330163956"
"10211","-0.11680199950933456","-0.11680199950933456","-0.11680199950933456"
"10235","-0.11704564839601517","-0.11704564839601517","-0.11704564839601517"
"10259","-0.11490261554718018","-0.11490261554718018","-0.11490261554718018"
"10283","-0.11419744789600372","-0.11419744789600372","-0.11419744789600372"
"10307","-0.11431415379047394","-0.11431415379047394","-0.11431415379047394"
"10331","-0.11363834142684937","-0.11363834142684937","-0.11363834142684937"
"10355","-0.11408449709415436","-0.11408449709415436","-0.11408449709415436"
"10379","-0.11328230053186417","-0.11328230053186417","-0.11328230053186417"
"10403","-0.11268982291221619","-0.11268982291221619","-0.11268982291221619"
"10427","-0.11095063388347626","-0.11095063388347626","-0.11095063388347626"
"10451","-0.11348868906497955","-0.11348868906497955","-0.11348868906497955"
"10475","-0.11085525155067444","-0.11085525155067444","-0.11085525155067444"
"10499","-0.11215082556009293","-0.11215082556009293","-0.11215082556009293"
"10523","-0.11094515770673752","-0.11094515770673752","-0.11094515770673752"
"10547","-0.11146185547113419","-0.11146185547113419","-0.11146185547113419"
"10571","-0.11296267807483673","-0.11296267807483673","-0.11296267807483673"
"10595","-0.11350653320550919","-0.11350653320550919","-0.11350653320550919"
"10619","-0.11352547258138657","-0.11352547258138657","-0.11352547258138657"
"10643","-0.11651308089494705","-0.11651308089494705","-0.11651308089494705"
"10667","-0.11690393090248108","-0.11690393090248108","-0.11690393090248108"
"10691","-0.11808441579341888","-0.11808441579341888","-0.11808441579341888"
"10715","-0.11581084877252579","-0.11581084877252579","-0.11581084877252579"
"10739","-0.11433377116918564","-0.11433377116918564","-0.11433377116918564"
"10763","-0.11457006633281708","-0.11457006633281708","-0.11457006633281708"
"10787","-0.11285825073719025","-0.11285825073719025","-0.11285825073719025"
"10811","-0.11321417987346649","-0.11321417987346649","-0.11321417987346649"
"10835","-0.11301837861537933","-0.11301837861537933","-0.11301837861537933"
"10859","-0.11242508143186569","-0.11242508143186569","-0.11242508143186569"
"10883","-0.11156067252159119","-0.11156067252159119","-0.11156067252159119"
"10907","-0.11269783228635788","-0.11269783228635788","-0.11269783228635788"
"10931","-0.11287903040647507","-0.11287903040647507","-0.11287903040647507"
"10955","-0.1117159053683281","-0.1117159053683281","-0.1117159053683281"
"10979","-0.11239016056060791","-0.11239016056060791","-0.11239016056060791"
"11003","-0.11134378612041473","-0.11134378612041473","-0.11134378612041473"
"11027","-0.11088398844003677","-0.11088398844003677","-0.11088398844003677"
"11051","-0.11225926876068115","-0.11225926876068115","-0.11225926876068115"
"11075","-0.11222921311855316","-0.11222921311855316","-0.11222921311855316"
"11099","-0.11132238805294037","-0.11132238805294037","-0.11132238805294037"
"11123","-0.1114814430475235","-0.1114814430475235","-0.1114814430475235"
"11147","-0.11294422298669815","-0.11294422298669815","-0.11294422298669815"
"11171","-0.11291923373937607","-0.11291923373937607","-0.11291923373937607"
"11195","-0.11319299042224884","-0.11319299042224884","-0.11319299042224884"
"11219","-0.1124148964881897","-0.1124148964881897","-0.1124148964881897"
"11243","-0.11404675990343094","-0.11404675990343094","-0.11404675990343094"
"11267","-0.11161907762289047","-0.11161907762289047","-0.11161907762289047"
"11291","-0.11276768893003464","-0.11276768893003464","-0.11276768893003464"
"11315","-0.11364340782165527","-0.11364340782165527","-0.11364340782165527"
"11339","-0.11311172693967819","-0.11311172693967819","-0.11311172693967819"
"11363","-0.1132916733622551","-0.1132916733622551","-0.1132916733622551"
"11387","-0.11202270537614822","-0.11202270537614822","-0.11202270537614822"
"11411","-0.11153925210237503","-0.11153925210237503","-0.11153925210237503"
"11435","-0.11200777441263199","-0.11200777441263199","-0.11200777441263199"
"11459","-0.11423999071121216","-0.11423999071121216","-0.11423999071121216"
"11483","-0.11381717771291733","-0.11381717771291733","-0.11381717771291733"
"11507","-0.11472693830728531","-0.11472693830728531","-0.11472693830728531"
"11531","-0.11293388903141022","-0.11293388903141022","-0.11293388903141022"
"11555","-0.11371633410453796","-0.11371633410453796","-0.11371633410453796"
"11579","-0.11192578822374344","-0.11192578822374344","-0.11192578822374344"
"11603","-0.1111239343881607","-0.1111239343881607","-0.1111239343881607"
"11627","-0.11217384040355682","-0.11217384040355682","-0.11217384040355682"
"11651","-0.11120191216468811","-0.11120191216468811","-0.11120191216468811"
"11675","-0.11136655509471893","-0.11136655509471893","-0.11136655509471893"
"11699","-0.11160597205162048","-0.11160597205162048","-0.11160597205162048"
"11723","-0.11274756491184235","-0.11274756491184235","-0.11274756491184235"
"11747","-0.11567714810371399","-0.11567714810371399","-0.11567714810371399"
"11771","-0.11938727647066116","-0.11938727647066116","-0.11938727647066116"
"11795","-0.11594673246145248","-0.11594673246145248","-0.11594673246145248"
"11819","-0.11482171714305878","-0.11482171714305878","-0.11482171714305878"
"11843","-0.1167108491063118","-0.1167108491063118","-0.1167108491063118"
"11867","-0.11363564431667328","-0.11363564431667328","-0.11363564431667328"
"11891","-0.11146161705255508","-0.11146161705255508","-0.11146161705255508"
"11915","-0.11228186637163162","-0.11228186637163162","-0.11228186637163162"
"11939","-0.11084575951099396","-0.11084575951099396","-0.11084575951099396"
"11963","-0.10934187471866608","-0.10934187471866608","-0.10934187471866608"
"11987","-0.1106756255030632","-0.1106756255030632","-0.1106756255030632"
"12011","-0.10987915098667145","-0.10987915098667145","-0.10987915098667145"
"12035","-0.10932047665119171","-0.10932047665119171","-0.10932047665119171"
"12059","-0.11018428951501846","-0.11018428951501846","-0.11018428951501846"
"12083","-0.10961788147687912","-0.10961788147687912","-0.10961788147687912"
"12107","-0.11116611212491989","-0.11116611212491989","-0.11116611212491989"
"12131","-0.11277992278337479","-0.11277992278337479","-0.11277992278337479"
"12155","-0.11123938113451004","-0.11123938113451004","-0.11123938113451004"
"12179","-0.10941305011510849","-0.10941305011510849","-0.10941305011510849"
"12203","-0.10942981392145157","-0.10942981392145157","-0.10942981392145157"
"12227","-0.11102888733148575","-0.11102888733148575","-0.11102888733148575"
"12251","-0.11132257431745529","-0.11132257431745529","-0.11132257431745529"
"12275","-0.1089688315987587","-0.1089688315987587","-0.1089688315987587"
"12299","-0.10989326238632202","-0.10989326238632202","-0.10989326238632202"
"12323","-0.10892976075410843","-0.10892976075410843","-0.10892976075410843"
"12347","-0.10894954204559326","-0.10894954204559326","-0.10894954204559326"
"12371","-0.10902813822031021","-0.10902813822031021","-0.10902813822031021"
"12395","-0.1092170774936676","-0.1092170774936676","-0.1092170774936676"
"12419","-0.11312977969646454","-0.11312977969646454","-0.11312977969646454"
"12443","-0.11260249465703964","-0.11260249465703964","-0.11260249465703964"
"12467","-0.11186613142490387","-0.11186613142490387","-0.11186613142490387"
"12491","-0.11267749965190887","-0.11267749965190887","-0.11267749965190887"
"12515","-0.11136035621166229","-0.11136035621166229","-0.11136035621166229"
"12539","-0.11148529499769211","-0.11148529499769211","-0.11148529499769211"
"12563","-0.1108059212565422","-0.1108059212565422","-0.1108059212565422"
"12587","-0.11109938472509384","-0.11109938472509384","-0.11109938472509384"
"12611","-0.11028414964675903","-0.11028414964675903","-0.11028414964675903"
"12635","-0.10931046307086945","-0.10931046307086945","-0.10931046307086945"
"12659","-0.10641840100288391","-0.10641840100288391","-0.10641840100288391"
"12683","-0.10810306668281555","-0.10810306668281555","-0.10810306668281555"
"12707","-0.10755343735218048","-0.10755343735218048","-0.10755343735218048"
"12731","-0.1076185330748558","-0.1076185330748558","-0.1076185330748558"
"12755","-0.10816334187984467","-0.10816334187984467","-0.10816334187984467"
"12779","-0.10779266059398651","-0.10779266059398651","-0.10779266059398651"
"12803","-0.10745933651924133","-0.10745933651924133","-0.10745933651924133"
"12827","-0.10820943862199783","-0.10820943862199783","-0.10820943862199783"
"12851","-0.10875047743320465","-0.10875047743320465","-0.10875047743320465"
"12875","-0.10927892476320267","-0.10927892476320267","-0.10927892476320267"
"12899","-0.10928285866975784","-0.10928285866975784","-0.10928285866975784"
"12923","-0.11010872572660446","-0.11010872572660446","-0.11010872572660446"
"12947","-0.10704916715621948","-0.10704916715621948","-0.10704916715621948"
"12971","-0.10824666172266006","-0.10824666172266006","-0.10824666172266006"
"12995","-0.10795295983552933","-0.10795295983552933","-0.10795295983552933"
"13019","-0.10850540548563004","-0.10850540548563004","-0.10850540548563004"
"13043","-0.1070452407002449","-0.1070452407002449","-0.1070452407002449"
"13067","-0.1095297709107399","-0.1095297709107399","-0.1095297709107399"
"13091","-0.11044207215309143","-0.11044207215309143","-0.11044207215309143"
"13115","-0.1141452044248581","-0.1141452044248581","-0.1141452044248581"
"13139","-0.11260861158370972","-0.11260861158370972","-0.11260861158370972"
"13163","-0.11194334179162979","-0.11194334179162979","-0.11194334179162979"
"13187","-0.10950777679681778","-0.10950777679681778","-0.10950777679681778"
"13211","-0.11158125847578049","-0.11158125847578049","-0.11158125847578049"
"13235","-0.10890495032072067","-0.10890495032072067","-0.10890495032072067"
"13259","-0.11071351170539856","-0.11071351170539856","-0.11071351170539856"
"13283","-0.11107472330331802","-0.11107472330331802","-0.11107472330331802"
"13307","-0.1101006343960762","-0.1101006343960762","-0.1101006343960762"
"13331","-0.10940873622894287","-0.10940873622894287","-0.10940873622894287"
"13355","-0.11236453801393509","-0.11236453801393509","-0.11236453801393509"
"13379","-0.10980582982301712","-0.10980582982301712","-0.10980582982301712"
"13403","-0.11268766969442368","-0.11268766969442368","-0.11268766969442368"
"13427","-0.11122019588947296","-0.11122019588947296","-0.11122019588947296"
"13451","-0.11077035218477249","-0.11077035218477249","-0.11077035218477249"
"13475","-0.11188389360904694","-0.11188389360904694","-0.11188389360904694"
"13499","-0.11231609433889389","-0.11231609433889389","-0.11231609433889389"
"13523","-0.1123739555478096","-0.1123739555478096","-0.1123739555478096"
"13547","-0.11279448121786118","-0.11279448121786118","-0.11279448121786118"
"13571","-0.1116473451256752","-0.1116473451256752","-0.1116473451256752"
"13595","-0.11121204495429993","-0.11121204495429993","-0.11121204495429993"
"13619","-0.1112070381641388","-0.1112070381641388","-0.1112070381641388"
"13643","-0.11173302680253983","-0.11173302680253983","-0.11173302680253983"
"13667","-0.11066894978284836","-0.11066894978284836","-0.11066894978284836"
"13691","-0.1093464270234108","-0.1093464270234108","-0.1093464270234108"
"13715","-0.10925882309675217","-0.10925882309675217","-0.10925882309675217"
"13739","-0.11022480577230453","-0.11022480577230453","-0.11022480577230453"
"13763","-0.10923592001199722","-0.10923592001199722","-0.10923592001199722"
"13787","-0.10885703563690186","-0.10885703563690186","-0.10885703563690186"
"13811","-0.1091674417257309","-0.1091674417257309","-0.1091674417257309"
"13835","-0.10972809791564941","-0.10972809791564941","-0.10972809791564941"
"13859","-0.10969341546297073","-0.10969341546297073","-0.10969341546297073"
"13883","-0.10936202853918076","-0.10936202853918076","-0.10936202853918076"
"13907","-0.10990183800458908","-0.10990183800458908","-0.10990183800458908"
"13931","-0.10912062227725983","-0.10912062227725983","-0.10912062227725983"
"13955","-0.10963423550128937","-0.10963423550128937","-0.10963423550128937"
"13979","-0.11054037511348724","-0.11054037511348724","-0.11054037511348724"
"14003","-0.10866764187812805","-0.10866764187812805","-0.10866764187812805"
"14027","-0.10873182862997055","-0.10873182862997055","-0.10873182862997055"
"14051","-0.107795849442482","-0.107795849442482","-0.107795849442482"
"14075","-0.10731188952922821","-0.10731188952922821","-0.10731188952922821"
"14099","-0.10775880515575409","-0.10775880515575409","-0.10775880515575409"
"14123","-0.10779811441898346","-0.10779811441898346","-0.10779811441898346"
"14147","-0.10742202401161194","-0.10742202401161194","-0.10742202401161194"
"14171","-0.10835503041744232","-0.10835503041744232","-0.10835503041744232"
"14195","-0.10811062902212143","-0.10811062902212143","-0.10811062902212143"
"14219","-0.10908441990613937","-0.10908441990613937","-0.10908441990613937"
"14243","-0.10616880655288696","-0.10616880655288696","-0.10616880655288696"
"14267","-0.10559097677469254","-0.10559097677469254","-0.10559097677469254"
"14291","-0.10518146306276321","-0.10518146306276321","-0.10518146306276321"
"14315","-0.10568965971469879","-0.10568965971469879","-0.10568965971469879"
"14339","-0.10675844550132751","-0.10675844550132751","-0.10675844550132751"
"14363","-0.1042514517903328","-0.1042514517903328","-0.1042514517903328"
"14387","-0.10493988543748856","-0.10493988543748856","-0.10493988543748856"
"14411","-0.10559637099504471","-0.10559637099504471","-0.10559637099504471"
"14435","-0.10460948199033737","-0.10460948199033737","-0.10460948199033737"
"14459","-0.10463707894086838","-0.10463707894086838","-0.10463707894086838"
"14483","-0.10597436875104904","-0.10597436875104904","-0.10597436875104904"
"14507","-0.10704688727855682","-0.10704688727855682","-0.10704688727855682"
"14531","-0.10582705587148666","-0.10582705587148666","-0.10582705587148666"
"14555","-0.10585875809192657","-0.10585875809192657","-0.10585875809192657"
"14579","-0.10171248763799667","-0.10171248763799667","-0.10171248763799667"
"14603","-0.10257521271705627","-0.10257521271705627","-0.10257521271705627"
"14627","-0.10280275344848633","-0.10280275344848633","-0.10280275344848633"
"14651","-0.10467154532670975","-0.10467154532670975","-0.10467154532670975"
"14675","-0.10487066209316254","-0.10487066209316254","-0.10487066209316254"
"14699","-0.1048431396484375","-0.1048431396484375","-0.1048431396484375"
"14723","-0.1050492376089096","-0.1050492376089096","-0.1050492376089096"
"14747","-0.10603608936071396","-0.10603608936071396","-0.10603608936071396"
"14771","-0.10464229434728622","-0.10464229434728622","-0.10464229434728622"
"14795","-0.10555515438318253","-0.10555515438318253","-0.10555515438318253"
"14819","-0.10590851306915283","-0.10590851306915283","-0.10590851306915283"
"14843","-0.10579805821180344","-0.10579805821180344","-0.10579805821180344"
"14867","-0.10438812524080276","-0.10438812524080276","-0.10438812524080276"
"14891","-0.10299987345933914","-0.10299987345933914","-0.10299987345933914"
"14915","-0.10270970314741135","-0.10270970314741135","-0.10270970314741135"
"14939","-0.10508947819471359","-0.10508947819471359","-0.10508947819471359"
"14963","-0.10551314800977707","-0.10551314800977707","-0.10551314800977707"
"14987","-0.10356749594211578","-0.10356749594211578","-0.10356749594211578"
"15011","-0.10447387397289276","-0.10447387397289276","-0.10447387397289276"
"15035","-0.10232260823249817","-0.10232260823249817","-0.10232260823249817"
"15059","-0.10376422107219696","-0.10376422107219696","-0.10376422107219696"
"15083","-0.10282164812088013","-0.10282164812088013","-0.10282164812088013"
"15107","-0.10527471452951431","-0.10527471452951431","-0.10527471452951431"
"15131","-0.10602768510580063","-0.10602768510580063","-0.10602768510580063"
"15155","-0.10574546456336975","-0.10574546456336975","-0.10574546456336975"
"15179","-0.10711739957332611","-0.10711739957332611","-0.10711739957332611"
"15203","-0.10723178088665009","-0.10723178088665009","-0.10723178088665009"
"15227","-0.10900038480758667","-0.10900038480758667","-0.10900038480758667"
"15251","-0.1069168671965599","-0.1069168671965599","-0.1069168671965599"
"15275","-0.10816224664449692","-0.10816224664449692","-0.10816224664449692"
"15299","-0.10663584619760513","-0.10663584619760513","-0.10663584619760513"
"15323","-0.10604976862668991","-0.10604976862668991","-0.10604976862668991"
"15347","-0.10421589016914368","-0.10421589016914368","-0.10421589016914368"
"15371","-0.10607726126909256","-0.10607726126909256","-0.10607726126909256"
"15395","-0.10450103133916855","-0.10450103133916855","-0.10450103133916855"
"15419","-0.1031152606010437","-0.1031152606010437","-0.1031152606010437"
"15443","-0.1029708981513977","-0.1029708981513977","-0.1029708981513977"
"15467","-0.104376420378685","-0.104376420378685","-0.104376420378685"
"15491","-0.10184108465909958","-0.10184108465909958","-0.10184108465909958"
"15515","-0.10359828919172287","-0.10359828919172287","-0.10359828919172287"
"15539","-0.10208854079246521","-0.10208854079246521","-0.10208854079246521"
"15563","-0.0991276428103447","-0.0991276428103447","-0.0991276428103447"
"15587","-0.1004817932844162","-0.1004817932844162","-0.1004817932844162"
"15611","-0.10117079317569733","-0.10117079317569733","-0.10117079317569733"
"15635","-0.10052384436130524","-0.10052384436130524","-0.10052384436130524"
"15659","-0.0991029366850853","-0.0991029366850853","-0.0991029366850853"
"15683","-0.09868431091308594","-0.09868431091308594","-0.09868431091308594"
"15707","-0.09789393097162247","-0.09789393097162247","-0.09789393097162247"
"15731","-0.09719403088092804","-0.09719403088092804","-0.09719403088092804"
"15755","-0.09585826843976974","-0.09585826843976974","-0.09585826843976974"
"15779","-0.09747782349586487","-0.09747782349586487","-0.09747782349586487"
"15803","-0.09873306751251221","-0.09873306751251221","-0.09873306751251221"
"15827","-0.09780619293451309","-0.09780619293451309","-0.09780619293451309"
"15851","-0.09874685853719711","-0.09874685853719711","-0.09874685853719711"
"15875","-0.09901243448257446","-0.09901243448257446","-0.09901243448257446"
"15899","-0.09640153497457504","-0.09640153497457504","-0.09640153497457504"
"15923","-0.09738568216562271","-0.09738568216562271","-0.09738568216562271"
"15947","-0.0982895940542221","-0.0982895940542221","-0.0982895940542221"
"15971","-0.0976470485329628","-0.0976470485329628","-0.0976470485329628"
"15995","-0.09657908976078033","-0.09657908976078033","-0.09657908976078033"
"16019","-0.09882411360740662","-0.09882411360740662","-0.09882411360740662"
"16043","-0.09845367819070816","-0.09845367819070816","-0.09845367819070816"
"16067","-0.0986870527267456","-0.0986870527267456","-0.0986870527267456"
"16091","-0.09820455312728882","-0.09820455312728882","-0.09820455312728882"
"16115","-0.09864018857479095","-0.09864018857479095","-0.09864018857479095"
"16139","-0.09931713342666626","-0.09931713342666626","-0.09931713342666626"
"16163","-0.0992073267698288","-0.0992073267698288","-0.0992073267698288"
"16187","-0.09989593178033829","-0.09989593178033829","-0.09989593178033829"
"16211","-0.09841908514499664","-0.09841908514499664","-0.09841908514499664"
"16235","-0.09981152415275574","-0.09981152415275574","-0.09981152415275574"
"16259","-0.10084158927202225","-0.10084158927202225","-0.10084158927202225"
"16283","-0.09934154897928238","-0.09934154897928238","-0.09934154897928238"
"16307","-0.09753628820180893","-0.09753628820180893","-0.09753628820180893"
"16331","-0.09689552336931229","-0.09689552336931229","-0.09689552336931229"
"16355","-0.09702244400978088","-0.09702244400978088","-0.09702244400978088"
"16379","-0.09998432546854019","-0.09998432546854019","-0.09998432546854019"
"16403","-0.1004958227276802","-0.1004958227276802","-0.1004958227276802"
"16427","-0.10070132464170456","-0.10070132464170456","-0.10070132464170456"
"16451","-0.10072075575590134","-0.10072075575590134","-0.10072075575590134"
"16475","-0.10128118842840195","-0.10128118842840195","-0.10128118842840195"
"16499","-0.09650817513465881","-0.09650817513465881","-0.09650817513465881"
"16523","-0.09809587895870209","-0.09809587895870209","-0.09809587895870209"
"16547","-0.10013384371995926","-0.10013384371995926","-0.10013384371995926"
"16571","-0.10123515874147415","-0.10123515874147415","-0.10123515874147415"
"16595","-0.10172861069440842","-0.10172861069440842","-0.10172861069440842"
"16619","-0.10024681687355042","-0.10024681687355042","-0.10024681687355042"
"16643","-0.09925322979688644","-0.09925322979688644","-0.09925322979688644"
"16667","-0.0978504940867424","-0.0978504940867424","-0.0978504940867424"
"16691","-0.09714409708976746","-0.09714409708976746","-0.09714409708976746"
"16715","-0.09937970340251923","-0.09937970340251923","-0.09937970340251923"
"16739","-0.10044652223587036","-0.10044652223587036","-0.10044652223587036"
"16763","-0.10098109394311905","-0.10098109394311905","-0.10098109394311905"
"16787","-0.10138168185949326","-0.10138168185949326","-0.10138168185949326"
"16811","-0.10093637555837631","-0.10093637555837631","-0.10093637555837631"
"16835","-0.10101192444562912","-0.10101192444562912","-0.10101192444562912"
"16859","-0.10195489972829819","-0.10195489972829819","-0.10195489972829819"
"16883","-0.10197862982749939","-0.10197862982749939","-0.10197862982749939"
"16907","-0.10334856808185577","-0.10334856808185577","-0.10334856808185577"
"16931","-0.10379666090011597","-0.10379666090011597","-0.10379666090011597"
"16955","-0.10194476693868637","-0.10194476693868637","-0.10194476693868637"
"16979","-0.1022462248802185","-0.1022462248802185","-0.1022462248802185"
"17003","-0.10170921683311462","-0.10170921683311462","-0.10170921683311462"
"17027","-0.1031949445605278","-0.1031949445605278","-0.1031949445605278"
"17051","-0.10599079728126526","-0.10599079728126526","-0.10599079728126526"
"17075","-0.10533562302589417","-0.10533562302589417","-0.10533562302589417"
"17099","-0.10543888807296753","-0.10543888807296753","-0.10543888807296753"
"17123","-0.10749116539955139","-0.10749116539955139","-0.10749116539955139"
"17147","-0.10586469620466232","-0.10586469620466232","-0.10586469620466232"